species	accession	chromosome	busco_odb12_complete_count	chromosome_size_b
Stomorhina_lunata	GCA_933228675.1	OW121744.1	962	119364945
Stomorhina_lunata	GCA_933228675.1	OW121745.1	15	12705350
Stomoxys_calcitrans	GCF_963082655.1	NC_081552.1	974	271964629
Stomoxys_calcitrans	GCF_963082655.1	NC_081553.1	1281	239161613
Stomoxys_calcitrans	GCF_963082655.1	NC_081554.1	825	199748301
Stomoxys_calcitrans	GCF_963082655.1	NC_081555.1	913	186648139
Stomoxys_calcitrans	GCF_963082655.1	NC_081556.1	953	162293032
Stratiomys_singularior	GCA_954870665.1	OX940877.1	1046	175337657
Stratiomys_singularior	GCA_954870665.1	OX940878.1	1178	170074608
Stratiomys_singularior	GCA_954870665.1	OX940879.1	754	116479916
Stratiomys_singularior	GCA_954870665.1	OX940880.1	893	112192422
Stratiomys_singularior	GCA_954870665.1	OX940881.1	838	98237331
Stratiomys_singularior	GCA_954870665.1	OX940882.1	93	17936314
Sturmia_bella	GCA_963662145.1	OY759168.1	1289	126790406
Sturmia_bella	GCA_963662145.1	OY759169.1	968	81690214
Sturmia_bella	GCA_963662145.1	OY759170.1	921	80664815
Sturmia_bella	GCA_963662145.1	OY759171.1	856	70230987
Sturmia_bella	GCA_963662145.1	OY759172.1	953	69874674
Sturmia_bella	GCA_963662145.1	OY759173.1	15	4540405
Sturmia_bella	GCA_963662145.1	OY759174.1	0	3505269
Suillia_affinis	GCA_964659615.1	OZ211072.1	968	95929211
Suillia_affinis	GCA_964659615.1	OZ211073.1	1254	84829366
Suillia_affinis	GCA_964659615.1	OZ211074.1	855	70928149
Suillia_affinis	GCA_964659615.1	OZ211075.1	924	60764834
Suillia_affinis	GCA_964659615.1	OZ211076.1	953	60686606
Suillia_affinis	GCA_964659615.1	OZ211077.1	25	7121820
Suillia_variegata	GCA_949127995.1	OX421842.1	965	62750091
Suillia_variegata	GCA_949127995.1	OX421843.1	1253	56033609
Suillia_variegata	GCA_949127995.1	OX421844.1	857	49452834
Suillia_variegata	GCA_949127995.1	OX421845.1	956	45242778
Suillia_variegata	GCA_949127995.1	OX421846.1	922	43836460
Suillia_variegata	GCA_949127995.1	OX421847.1	25	3919668
Suillia_variegata	GCA_949127995.1	OX421848.1	0	429241
Sylvicola_cinctus	GCA_963854165.1	OY974082.1	1594	65943638
Sylvicola_cinctus	GCA_963854165.1	OY974083.1	1397	61724780
Sylvicola_cinctus	GCA_963854165.1	OY974084.1	1441	51364034
Syritta_pipiens	GCA_905187475.1	LR994571.1	1818	108597361
Syritta_pipiens	GCA_905187475.1	LR994572.1	1243	86509480
Syritta_pipiens	GCA_905187475.1	LR994573.1	856	58929916
Syritta_pipiens	GCA_905187475.1	LR994574.1	965	57582887
Syritta_pipiens	GCA_905187475.1	LR994575.1	66	6832119
Syrphus_vitripennis	GCA_958431115.1	OY288108.1	2192	148792233
Syrphus_vitripennis	GCA_958431115.1	OY288109.1	1252	110905286
Syrphus_vitripennis	GCA_958431115.1	OY288110.1	1435	110522704
Syrphus_vitripennis	GCA_958431115.1	OY288111.1	60	8861054
Syrphus_vitripennis	GCA_958431115.1	OY288112.1	0	889347
Tachina_fera	GCA_905220375.1	LR999963.1	1284	191818649
Tachina_fera	GCA_905220375.1	LR999964.1	963	150602656
Tachina_fera	GCA_905220375.1	LR999965.1	855	141997299
Tachina_fera	GCA_905220375.1	LR999966.1	919	127829160
Tachina_fera	GCA_905220375.1	LR999967.1	950	125182871
Tachina_fera	GCA_905220375.1	LR999968.1	15	14176217
Tachina_grossa	GCA_949987645.1	OX465274.1	1285	236467618
Tachina_grossa	GCA_949987645.1	OX465275.1	842	181661032
Tachina_grossa	GCA_949987645.1	OX465276.1	960	172890404
Tachina_grossa	GCA_949987645.1	OX465277.1	916	157299779
Tachina_grossa	GCA_949987645.1	OX465278.1	951	156982981
Tachina_grossa	GCA_949987645.1	OX465279.1	14	18036241
Tachina_lurida	GCA_944452675.1	OX101752.1	1291	215246178
Tachina_lurida	GCA_944452675.1	OX101753.1	848	179976030
Tachina_lurida	GCA_944452675.1	OX101754.1	959	167332097
Tachina_lurida	GCA_944452675.1	OX101755.1	913	158883811
Tachina_lurida	GCA_944452675.1	OX101756.1	945	149348092
Tachina_lurida	GCA_944452675.1	OX101757.1	15	18711813
Tetanocera_ferruginea	GCA_958299015.1	OY282640.1	937	172084289
Tetanocera_ferruginea	GCA_958299015.1	OY282641.1	821	166796762
Tetanocera_ferruginea	GCA_958299015.1	OY282642.1	1253	161584466
Tetanocera_ferruginea	GCA_958299015.1	OY282643.1	904	135726552
Tetanocera_ferruginea	GCA_958299015.1	OY282644.1	979	133911736
Tetanocera_ferruginea	GCA_958299015.1	OY282645.1	31	9935686
Tetanocera_ferruginea	GCA_958299015.1	OY282646.1	0	3917405
Thecocarcelia_acutangulata	GCA_914767995.1	OU612094.1	1287	190593527
Thecocarcelia_acutangulata	GCA_914767995.1	OU612095.1	922	126335970
Thecocarcelia_acutangulata	GCA_914767995.1	OU612096.1	954	125692827
Thecocarcelia_acutangulata	GCA_914767995.1	OU612097.1	849	123342505
Thecocarcelia_acutangulata	GCA_914767995.1	OU612098.1	922	112268001
Thecocarcelia_acutangulata	GCA_914767995.1	OU612099.1	18	10675602
Thecophora_atra	GCA_937620795.1	OW569397.1	1918	98076447
Thecophora_atra	GCA_937620795.1	OW569399.1	927	74236616
Thecophora_atra	GCA_937620795.1	OW569401.1	1239	42380269
Thecophora_atra	GCA_937620795.1	OW569398.1	767	94083503
Thecophora_atra	GCA_937620795.1	OW569400.1	0	8994178
Thelaira_solivaga	GCA_947397855.1	OX377610.1	1275	92503287
Thelaira_solivaga	GCA_947397855.1	OX377611.1	861	82869379
Thelaira_solivaga	GCA_947397855.1	OX377612.1	922	77173402
Thelaira_solivaga	GCA_947397855.1	OX377613.1	965	76807880
Thelaira_solivaga	GCA_947397855.1	OX377614.1	961	69333079
Thelaira_solivaga	GCA_947397855.1	OX377615.1	18	27525903
Thelaira_solivaga	GCA_947397855.1	OX377616.1	0	2583600
Thereva_nobilitata	GCA_963855945.1	OY979694.1	934	236348634
Thereva_nobilitata	GCA_963855945.1	OY979695.1	1235	196096102
Thereva_nobilitata	GCA_963855945.1	OY979696.1	913	147797225
Thereva_nobilitata	GCA_963855945.1	OY979697.1	848	115714413
Thereva_nobilitata	GCA_963855945.1	OY979698.1	789	111349775
Thereva_nobilitata	GCA_963855945.1	OY979699.1	90	18680471
Thereva_unica	GCA_949987705.1	OX465281.1	935	258850354
Thereva_unica	GCA_949987705.1	OX465282.1	897	168331111
Thereva_unica	GCA_949987705.1	OX465283.1	1226	167368244
Thereva_unica	GCA_949987705.1	OX465284.1	846	118707777
Thereva_unica	GCA_949987705.1	OX465285.1	795	102296296
Thereva_unica	GCA_949987705.1	OX465286.1	92	26588518
Tipula_confusa	GCA_963556175.1	OY744475.1	1508	236655262
Tipula_confusa	GCA_963556175.1	OY744476.1	1568	228831665
Tipula_confusa	GCA_963556175.1	OY744477.1	1415	182385322
Tipula_confusa	GCA_963556175.1	OY744478.1	36	14021489
Tipula_confusa	GCA_963556175.1	OY744479.1	1	3844570
Tipula_fascipennis	GCA_965151645.1	OZ223788.1	1509	357619184
Tipula_fascipennis	GCA_965151645.1	OZ223789.1	1581	357015855
Tipula_fascipennis	GCA_965151645.1	OZ223790.1	1490	300761094
Tipula_fascipennis	GCA_965151645.1	OZ223791.1	52	13005144
Tipula_fascipennis	GCA_965151645.1	OZ223792.1	0	12041921
Tipula_helvola	GCA_963556165.1	OY744481.1	1595	398148334
Tipula_helvola	GCA_963556165.1	OY744482.1	1480	396779011
Tipula_helvola	GCA_963556165.1	OY744483.1	1491	347412011
Tipula_helvola	GCA_963556165.1	OY744484.1	52	17810670
Tipula_lateralis	GCA_963932295.1	OZ010736.1	1512	200011560
Tipula_lateralis	GCA_963932295.1	OZ010737.1	1604	198680531
Tipula_lateralis	GCA_963932295.1	OZ010738.1	1495	188283138
Tipula_lateralis	GCA_963932295.1	OZ010739.1	49	36839723
Tipula_scripta	GCA_965197065.1	OZ240036.1	1575	204255182
Tipula_scripta	GCA_965197065.1	OZ240037.1	1476	185816811
Tipula_scripta	GCA_965197065.1	OZ240038.1	1504	185733558
Tipula_scripta	GCA_965197065.1	OZ240039.1	48	10351052
Tipula_unca	GCA_951394425.1	OX596380.1	1581	240654870
Tipula_unca	GCA_951394425.1	OX596381.1	1508	223236985
Tipula_unca	GCA_951394425.1	OX596382.1	1486	205201256
Tipula_unca	GCA_951394425.1	OX596383.1	49	21699296
Tipula_vernalis	GCA_958295665.1	OY282558.1	1670	463878994
Tipula_vernalis	GCA_958295665.1	OY282559.1	1421	411919547
Tipula_vernalis	GCA_958295665.1	OY282560.1	1478	371095977
Tipula_vernalis	GCA_958295665.1	OY282561.1	47	14605272
Tolmerus_cingulatus	GCA_959613345.1	OY390707.1	1622	73181153
Tolmerus_cingulatus	GCA_959613345.1	OY390708.1	1023	47924820
Tolmerus_cingulatus	GCA_959613345.1	OY390710.1	840	39265406
Tolmerus_cingulatus	GCA_959613345.1	OY390711.1	703	28295663
Tolmerus_cingulatus	GCA_959613345.1	OY390712.1	95	17219374
Tolmerus_cingulatus	GCA_959613345.1	OY390709.1	558	42937693
Toxonevra_muliebris	GCA_963691655.1	OY829326.1	1879	175299448
Toxonevra_muliebris	GCA_963691655.1	OY829327.1	1248	109563727
Toxonevra_muliebris	GCA_963691655.1	OY829328.1	950	92795731
Toxonevra_muliebris	GCA_963691655.1	OY829329.1	856	81683859
Toxonevra_muliebris	GCA_963691655.1	OY829330.1	21	20773388
Toxonevra_muliebris	GCA_963691655.1	OY829331.1	0	715924
Tricholauxania_praeusta	GCA_949775025.1	OX459028.1	1886	201721371
Tricholauxania_praeusta	GCA_949775025.1	OX459029.1	1251	165485890
Tricholauxania_praeusta	GCA_949775025.1	OX459030.1	849	130214172
Tricholauxania_praeusta	GCA_949775025.1	OX459031.1	927	123867979
Tricholauxania_praeusta	GCA_949775025.1	OX459032.1	27	35780007
Trigonometopus_frontalis	GCA_964659535.1	OZ210952.1	1236	178772094
Trigonometopus_frontalis	GCA_964659535.1	OZ210953.1	934	129055097
Trigonometopus_frontalis	GCA_964659535.1	OZ210954.1	915	122840103
Trigonometopus_frontalis	GCA_964659535.1	OZ210955.1	962	116230535
Trigonometopus_frontalis	GCA_964659535.1	OZ210956.1	829	113491854
Trigonometopus_frontalis	GCA_964659535.1	OZ210957.1	23	9781002
Urophora_cardui	GCA_960531455.1	OY482670.1	965	169377602
Urophora_cardui	GCA_960531455.1	OY482671.1	902	169694088
Urophora_cardui	GCA_960531455.1	OY482672.1	1231	162960411
Urophora_cardui	GCA_960531455.1	OY482673.1	937	148565621
Urophora_cardui	GCA_960531455.1	OY482674.1	813	139447831
Urophora_cardui	GCA_960531455.1	OY482675.1	9	43555351
Villa_cingulata	GCA_951394055.1	OX596018.1	960	62383972
Villa_cingulata	GCA_951394055.1	OX596019.1	462	46733718
Villa_cingulata	GCA_951394055.1	OX596020.1	386	45252737
Villa_cingulata	GCA_951394055.1	OX596021.1	631	41521455
Villa_cingulata	GCA_951394055.1	OX596022.1	248	39401724
Villa_cingulata	GCA_951394055.1	OX596023.1	491	37115764
Villa_cingulata	GCA_951394055.1	OX596024.1	563	35763846
Villa_cingulata	GCA_951394055.1	OX596025.1	426	27821448
Villa_cingulata	GCA_951394055.1	OX596017.1	459	65149795
Villa_cingulata	GCA_951394055.1	OX596026.1	0	1371498
Volucella_bombylans	GCA_949129095.1	OX422140.1	1172	394411929
Volucella_bombylans	GCA_949129095.1	OX422141.1	836	208357731
Volucella_bombylans	GCA_949129095.1	OX422142.1	947	200280940
Volucella_bombylans	GCA_949129095.1	OX422143.1	900	187106217
Volucella_bombylans	GCA_949129095.1	OX422144.1	861	173020909
Volucella_bombylans	GCA_949129095.1	OX422145.1	60	30960754
Volucella_inanis	GCA_907269105.1	OU026153.1	1218	292306469
Volucella_inanis	GCA_907269105.1	OU026155.1	864	163465417
Volucella_inanis	GCA_907269105.1	OU026154.1	974	164045107
Volucella_inanis	GCA_907269105.1	OU026156.1	924	154764827
Volucella_inanis	GCA_907269105.1	OU026157.1	896	141167267
Volucella_inanis	GCA_907269105.1	OU026158.1	65	43176717
Volucella_inflata	GCA_928272305.1	OV743716.1	1217	235099840
Volucella_inflata	GCA_928272305.1	OV743717.1	873	131186972
Volucella_inflata	GCA_928272305.1	OV743718.1	978	130208918
Volucella_inflata	GCA_928272305.1	OV743719.1	923	116180478
Volucella_inflata	GCA_928272305.1	OV743720.1	894	114759661
Volucella_inflata	GCA_928272305.1	OV743721.1	62	25838509
Volucella_pellucens	GCA_965234375.1	OZ248630.1	1185	375706804
Volucella_pellucens	GCA_965234375.1	OZ248631.1	842	211718667
Volucella_pellucens	GCA_965234375.1	OZ248632.1	937	204477830
Volucella_pellucens	GCA_965234375.1	OZ248633.1	910	203714425
Volucella_pellucens	GCA_965234375.1	OZ248634.1	865	192930525
Volucella_pellucens	GCA_965234375.1	OZ248635.1	63	14890182
Volucella_pellucens	GCA_965234375.1	OZ248636.1	0	4087142
Volucella_zonaria	GCA_963966105.1	OZ014530.1	1217	368254541
Volucella_zonaria	GCA_963966105.1	OZ014531.1	859	210857651
Volucella_zonaria	GCA_963966105.1	OZ014532.1	923	201040152
Volucella_zonaria	GCA_963966105.1	OZ014533.1	856	182928441
Volucella_zonaria	GCA_963966105.1	OZ014534.1	628	139909809
Volucella_zonaria	GCA_963966105.1	OZ014535.1	64	13493043
Volucella_zonaria	GCA_963966105.1	OZ014536.1	0	2634000
Xylophagus_ater	GCA_963422695.1	OY730478.1	807	64457121
Xylophagus_ater	GCA_963422695.1	OY730479.1	905	64344426
Xylophagus_ater	GCA_963422695.1	OY730480.1	162	63711104
Xylophagus_ater	GCA_963422695.1	OY730481.1	435	52552972
Xylophagus_ater	GCA_963422695.1	OY730482.1	457	51976820
Xylophagus_ater	GCA_963422695.1	OY730483.1	550	52394055
Xylophagus_ater	GCA_963422695.1	OY730484.1	463	47658253
Xylophagus_ater	GCA_963422695.1	OY730485.1	551	33154000
Xylophagus_ater	GCA_963422695.1	OY730486.1	357	22021024
Xylota_segnis	GCA_963583995.1	OY757236.1	1240	132342603
Xylota_segnis	GCA_963583995.1	OY757237.1	1791	133683149
Xylota_segnis	GCA_963583995.1	OY757238.1	970	69340060
Xylota_segnis	GCA_963583995.1	OY757239.1	894	65038436
Xylota_segnis	GCA_963583995.1	OY757240.1	64	20047052
Xylota_sylvarum	GCA_905220385.1	LR999957.1	1789	153043062
Xylota_sylvarum	GCA_905220385.1	LR999958.1	1248	124801819
Xylota_sylvarum	GCA_905220385.1	LR999959.1	970	87312029
Xylota_sylvarum	GCA_905220385.1	LR999960.1	901	77113630
Xylota_sylvarum	GCA_905220385.1	LR999961.1	56	17728835
Xyphosia_miliaria	GCA_965200055.1	OZ241496.1	1241	164072920
Xyphosia_miliaria	GCA_965200055.1	OZ241497.1	829	136814745
Xyphosia_miliaria	GCA_965200055.1	OZ241498.1	929	132487932
Xyphosia_miliaria	GCA_965200055.1	OZ241499.1	963	123791972
Xyphosia_miliaria	GCA_965200055.1	OZ241500.1	989	121770541
Xyphosia_miliaria	GCA_965200055.1	OZ241501.1	10	89311071
Xyphosia_miliaria	GCA_965200055.1	OZ241502.1	0	1775643
Zeugodacus_cucurbitae	GCF_028554725.1	NC_071667.1	1250	87691525
Zeugodacus_cucurbitae	GCF_028554725.1	NC_071668.1	831	78876360
Zeugodacus_cucurbitae	GCF_028554725.1	NC_071669.1	965	75513634
Zeugodacus_cucurbitae	GCF_028554725.1	NC_071670.1	929	74843483
Zeugodacus_cucurbitae	GCF_028554725.1	NC_071671.1	971	73624416
Zeugodacus_cucurbitae	GCF_028554725.1	NC_071672.1	28	34171393
Zeugodacus_cucurbitae	GCF_028554725.1	NC_071673.1	0	10201577
Zeugodacus_tau	GCA_031772095.1	CM062648.1	27	10743000
Zeugodacus_tau	GCA_031772095.1	CM062649.1	1242	95509500
Zeugodacus_tau	GCA_031772095.1	CM062650.1	927	76892297
Zeugodacus_tau	GCA_031772095.1	CM062651.1	829	80036893
Zeugodacus_tau	GCA_031772095.1	CM062652.1	974	77309810
Zeugodacus_tau	GCA_031772095.1	CM062653.1	964	77263029
Teleopsis_dalmanni	GCA_002237135.5	CM026970.3	1796	176052440
Teleopsis_dalmanni	GCA_002237135.5	CM026971.3	2126	164849848
Teleopsis_dalmanni	GCA_002237135.5	CM026972.3	789	97289049
Drosophila_innubila	GCA_004354385.2	CM015045.2	20	2027030
Drosophila_innubila	GCA_004354385.2	CM027941.1	864	29570401
Drosophila_innubila	GCA_004354385.2	CM027942.1	971	25683278
Drosophila_innubila	GCA_004354385.2	CM027943.1	990	27707068
Drosophila_innubila	GCA_004354385.2	CM027944.1	1214	32746462
Drosophila_innubila	GCA_004354385.2	CM015046.2	830	40478903
Anopheles_aquasalis	GCA_943734665.2	OX030884.1	222	8489435
Anopheles_aquasalis	GCA_943734665.2	OX030885.1	200	6559987
Anopheles_aquasalis	GCA_943734665.2	OX030882.1	2543	90077004
Anopheles_aquasalis	GCA_943734665.2	OX030883.1	1890	68231066
